"idlinha";"idparada"
127623;143
127623;145
127623;149
127623;154
127623;279
127623;284
127623;287
127623;305
127623;307
127623;313
127623;316
127623;325
127623;327
127623;336
127623;405
127623;408
127623;412
127623;419
127623;420
127623;434
127623;454
127623;456
127623;459
127623;493
127623;495
127623;498
127623;499
127623;524
127623;531
127623;535
127623;537
127623;554
127623;559
127623;563
127623;621
127623;623
127623;625
127623;627
127623;630
127623;632
127623;643
127623;654
127623;659
127623;665
127623;674
127623;676
127623;678
127623;682
127623;684
127623;686
127623;765
127623;828
127623;830
127623;840
127623;844
127623;850
127623;852
127623;854
127623;871
127623;875
127623;1052
127623;1054
127623;1062
127623;1064
127623;1323
127623;1326
127623;1327
127623;1340
127623;1341
127623;1345
127623;1346
127623;1423
127623;1427
127623;1446
127623;1451
127623;1454
127623;1536
127623;1540
127623;1555
127623;5099
127623;5155
127623;5325
127623;5414
127623;5645
127623;5837
127623;5902
127624;125
127624;126
127624;128
127624;131
127624;140
127624;142
127624;144
127624;146
127624;150
127624;153
127624;155
127624;280
127624;288
127624;299
127624;306
127624;314
127624;317
127624;321
127624;324
127624;326
127624;337
127624;406
127624;407
127624;411
127624;417
127624;418
127624;421
127624;433
127624;435
127624;453
127624;455
127624;458
127624;460
127624;489
127624;492
127624;494
127624;496
127624;497
127624;521
127624;525
127624;536
127624;553
127624;562
127624;622
127624;626
127624;628
127624;629
127624;631
127624;633
127624;642
127624;644
127624;655
127624;658
127624;666
127624;675
127624;677
127624;680
127624;683
127624;685
127624;766
127624;829
127624;839
127624;842
127624;849
127624;851
127624;853
127624;870
127624;874
127624;1051
127624;1053
127624;1061
127624;1065
127624;1321
127624;1339
127624;1342
127624;1344
127624;1347
127624;1425
127624;1433
127624;1449
127624;1452
127624;1535
127624;1554
127624;1574
127624;5154
127624;5162
127624;5177
127624;5178
127624;5227
127624;5303
127624;5415
127624;5458
127624;5836
127625;124
127625;127
127625;129
127625;130
127625;141
127625;143
127625;145
127625;149
127625;154
127625;279
127625;284
127625;287
127625;305
127625;307
127625;313
127625;315
127625;325
127625;327
127625;336
127625;391
127625;395
127625;416
127625;441
127625;445
127625;447
127625;493
127625;495
127625;498
127625;499
127625;524
127625;531
127625;535
127625;537
127625;554
127625;559
127625;563
127625;621
127625;623
127625;625
127625;627
127625;630
127625;632
127625;643
127625;654
127625;659
127625;665
127625;674
127625;676
127625;678
127625;682
127625;684
127625;686
127625;765
127625;828
127625;830
127625;840
127625;844
127625;850
127625;852
127625;854
127625;871
127625;875
127625;1052
127625;1054
127625;1062
127625;1064
127625;1323
127625;1326
127625;1327
127625;1340
127625;1341
127625;1345
127625;1346
127625;1423
127625;1427
127625;1446
127625;1451
127625;1454
127625;1512
127625;1536
127625;1540
127625;1555
127625;1564
127625;1576
127625;5032
127625;5033
127625;5099
127625;5155
127625;5201
127625;5231
127625;5232
127625;5325
127625;5527
127625;5529
127625;5837
127625;5902
127625;5971
127625;5999
127626;125
127626;126
127626;128
127626;131
127626;140
127626;142
127626;144
127626;146
127626;150
127626;153
127626;155
127626;280
127626;288
127626;299
127626;306
127626;314
127626;321
127626;324
127626;326
127626;337
127626;396
127626;415
127626;489
127626;492
127626;494
127626;496
127626;497
127626;521
127626;525
127626;536
127626;553
127626;562
127626;622
127626;626
127626;628
127626;629
127626;631
127626;633
127626;642
127626;644
127626;655
127626;658
127626;666
127626;675
127626;677
127626;680
127626;683
127626;685
127626;766
127626;829
127626;839
127626;842
127626;849
127626;851
127626;853
127626;870
127626;874
127626;1051
127626;1053
127626;1061
127626;1065
127626;1321
127626;1339
127626;1342
127626;1344
127626;1347
127626;1425
127626;1433
127626;1449
127626;1452
127626;1511
127626;1535
127626;1554
127626;1563
127626;1566
127626;5147
127626;5154
127626;5162
127626;5177
127626;5178
127626;5227
127626;5303
127626;5415
127626;5458
127626;5828
127626;5855
127626;5972
127626;5979
127626;5996
127626;5997
127626;6024
127627;124
127627;127
127627;129
127627;130
127627;141
127627;143
127627;145
127627;149
127627;154
127627;279
127627;284
127627;287
127627;305
127627;307
127627;313
127627;315
127627;325
127627;327
127627;336
127627;391
127627;395
127627;416
127627;441
127627;442
127627;445
127627;446
127627;447
127627;448
127627;449
127627;451
127627;479
127627;493
127627;495
127627;498
127627;499
127627;524
127627;531
127627;535
127627;537
127627;554
127627;559
127627;563
127627;621
127627;623
127627;625
127627;627
127627;630
127627;632
127627;643
127627;654
127627;659
127627;665
127627;674
127627;676
127627;678
127627;682
127627;684
127627;686
127627;765
127627;828
127627;830
127627;840
127627;844
127627;850
127627;852
127627;854
127627;871
127627;875
127627;1052
127627;1054
127627;1062
127627;1064
127627;1323
127627;1326
127627;1327
127627;1340
127627;1341
127627;1345
127627;1346
127627;1423
127627;1427
127627;1446
127627;1451
127627;5099
127627;5155
127627;5201
127627;5231
127627;5232
127627;5325
127627;5837
127627;5902
127627;5971
127627;5999
127628;125
127628;126
127628;128
127628;131
127628;140
127628;142
127628;144
127628;146
127628;150
127628;153
127628;155
127628;280
127628;288
127628;299
127628;306
127628;314
127628;321
127628;324
127628;326
127628;337
127628;396
127628;415
127628;444
127628;450
127628;452
127628;478
127628;480
127628;481
127628;489
127628;492
127628;494
127628;496
127628;497
127628;521
127628;525
127628;536
127628;553
127628;562
127628;622
127628;626
127628;628
127628;629
127628;631
127628;633
127628;642
127628;644
127628;655
127628;658
127628;666
127628;675
127628;677
127628;680
127628;683
127628;685
127628;766
127628;829
127628;839
127628;842
127628;849
127628;851
127628;853
127628;870
127628;874
127628;1051
127628;1053
127628;1061
127628;1065
127628;1321
127628;1339
127628;1342
127628;1344
127628;1347
127628;1425
127628;1433
127628;1437
127628;1447
127628;1455
127628;1457
127628;5154
127628;5177
127628;5178
127628;5227
127628;5303
127628;5458
127628;5855
127628;5892
127628;5972
127628;5979
127628;5996
127628;5997
127628;6024
127629;124
127629;127
127629;129
127629;130
127629;141
127629;143
127629;145
127629;149
127629;154
127629;279
127629;284
127629;287
127629;493
127629;495
127629;498
127629;499
127629;524
127629;531
127629;535
127629;537
127629;554
127629;559
127629;563
127629;621
127629;623
127629;625
127629;627
127629;630
127629;632
127629;643
127629;654
127629;659
127629;665
127629;674
127629;676
127629;678
127629;682
127629;684
127629;686
127629;765
127629;828
127629;830
127629;840
127629;844
127629;850
127629;852
127629;854
127629;871
127629;875
127629;1052
127629;1054
127629;1062
127629;1064
127629;1323
127629;1326
127629;1327
127629;1340
127629;1341
127629;1345
127629;1346
127629;1423
127629;1427
127629;1446
127629;1451
127629;1454
127629;1512
127629;1536
127629;1540
127629;1555
127629;1564
127629;1576
127629;3202
127629;5045
127629;5099
127629;5155
127629;5164
127629;5325
127629;5527
127629;5529
127629;6230
127629;6232
127630;125
127630;126
127630;128
127630;131
127630;140
127630;142
127630;144
127630;146
127630;150
127630;153
127630;155
127630;280
127630;288
127630;290
127630;489
127630;492
127630;494
127630;496
127630;497
127630;521
127630;525
127630;536
127630;553
127630;562
127630;622
127630;626
127630;628
127630;629
127630;631
127630;633
127630;642
127630;644
127630;655
127630;658
127630;666
127630;675
127630;677
127630;680
127630;683
127630;685
127630;766
127630;829
127630;839
127630;842
127630;849
127630;851
127630;853
127630;870
127630;874
127630;1051
127630;1053
127630;1061
127630;1065
127630;1321
127630;1339
127630;1342
127630;1344
127630;1347
127630;1425
127630;1433
127630;1449
127630;1452
127630;1511
127630;1512
127630;1535
127630;1554
127630;1563
127630;1566
127630;5071
127630;5074
127630;5154
127630;5162
127630;5177
127630;5178
127630;5227
127630;5415
127630;5458
127630;5527
127630;5529
127630;6231
127631;84
127631;85
127631;88
127631;124
127631;127
127631;129
127631;130
127631;141
127631;143
127631;145
127631;148
127631;152
127631;170
127631;173
127631;176
127631;177
127631;179
127631;180
127631;184
127631;186
127631;188
127631;189
127631;190
127631;195
127631;197
127631;199
127631;201
127631;206
127631;209
127631;211
127631;216
127631;220
127631;243
127631;247
127631;249
127631;250
127631;252
127631;254
127631;256
127631;493
127631;495
127631;498
127631;499
127631;524
127631;531
127631;535
127631;537
127631;554
127631;559
127631;563
127631;621
127631;623
127631;625
127631;627
127631;630
127631;632
127631;643
127631;654
127631;659
127631;665
127631;674
127631;676
127631;678
127631;682
127631;684
127631;686
127631;765
127631;828
127631;830
127631;840
127631;844
127631;850
127631;852
127631;854
127631;871
127631;875
127631;1052
127631;1054
127631;1062
127631;1064
127631;1323
127631;1326
127631;1327
127631;1340
127631;1341
127631;1345
127631;1346
127631;1423
127631;1427
127631;1446
127631;1451
127631;1454
127631;1536
127631;1540
127631;1555
127631;5099
127631;5155
127631;5195
127631;5196
127631;5325
127631;5404
127631;5414
127631;5957
127631;100005
127632;86
127632;87
127632;125
127632;126
127632;128
127632;131
127632;140
127632;142
127632;144
127632;146
127632;147
127632;151
127632;171
127632;172
127632;175
127632;178
127632;181
127632;185
127632;191
127632;196
127632;198
127632;202
127632;205
127632;208
127632;210
127632;217
127632;218
127632;219
127632;221
127632;244
127632;245
127632;246
127632;248
127632;251
127632;253
127632;255
127632;257
127632;267
127632;489
127632;492
127632;494
127632;496
127632;497
127632;521
127632;525
127632;536
127632;553
127632;562
127632;622
127632;626
127632;628
127632;629
127632;631
127632;633
127632;642
127632;644
127632;655
127632;658
127632;666
127632;675
127632;677
127632;680
127632;683
127632;685
127632;766
127632;829
127632;839
127632;842
127632;849
127632;851
127632;853
127632;870
127632;874
127632;1051
127632;1053
127632;1061
127632;1065
127632;1321
127632;1339
127632;1342
127632;1344
127632;1347
127632;1425
127632;1433
127632;1449
127632;1452
127632;1535
127632;1554
127632;1567
127632;1580
127632;1587
127632;1623
127632;1650
127632;5154
127632;5162
127632;5177
127632;5178
127632;5227
127632;5289
127632;5292
127632;5415
127632;5458
127632;5897
127632;5956
127632;5994
127632;6034
127632;100005
127633;4
127633;5
127633;6
127633;7
127633;8
127633;9
127633;10
127633;11
127633;12
127633;13
127633;14
127633;15
127633;36
127633;38
127633;43
127633;47
127633;50
127633;56
127633;58
127633;61
127633;63
127633;67
127633;68
127633;69
127633;70
127633;71
127633;72
127633;73
127633;75
127633;76
127633;78
127633;90
127633;91
127633;93
127633;94
127633;95
127633;96
127633;97
127633;98
127633;100
127633;101
127633;102
127633;104
127633;106
127633;108
127633;109
127633;111
127633;113
127633;115
127633;241
127633;242
127633;493
127633;495
127633;498
127633;499
127633;524
127633;531
127633;535
127633;537
127633;554
127633;559
127633;563
127633;621
127633;623
127633;625
127633;627
127633;630
127633;632
127633;643
127633;654
127633;659
127633;665
127633;674
127633;676
127633;678
127633;682
127633;684
127633;686
127633;765
127633;828
127633;830
127633;840
127633;844
127633;850
127633;852
127633;854
127633;871
127633;875
127633;1048
127633;1050
127633;1323
127633;1326
127633;1327
127633;1340
127633;1341
127633;1345
127633;1346
127633;1423
127633;1427
127633;1446
127633;1451
127633;1454
127633;1536
127633;1540
127633;1555
127633;5155
127633;5325
127633;5404
127633;5414
127633;5429
127633;5535
127633;5536
127633;5966
127633;6068
127633;100010
127634;4
127634;5
127634;6
127634;7
127634;8
127634;9
127634;10
127634;11
127634;12
127634;13
127634;14
127634;15
127634;39
127634;40
127634;48
127634;49
127634;52
127634;55
127634;57
127634;62
127634;66
127634;67
127634;68
127634;69
127634;70
127634;71
127634;72
127634;74
127634;75
127634;76
127634;77
127634;79
127634;89
127634;90
127634;92
127634;93
127634;94
127634;95
127634;96
127634;97
127634;98
127634;99
127634;101
127634;102
127634;103
127634;110
127634;112
127634;114
127634;132
127634;489
127634;492
127634;494
127634;496
127634;497
127634;521
127634;525
127634;536
127634;553
127634;562
127634;622
127634;626
127634;628
127634;629
127634;631
127634;633
127634;642
127634;644
127634;655
127634;658
127634;666
127634;675
127634;677
127634;680
127634;683
127634;685
127634;766
127634;829
127634;839
127634;842
127634;849
127634;851
127634;853
127634;870
127634;874
127634;1047
127634;1049
127634;1321
127634;1339
127634;1342
127634;1344
127634;1347
127634;1425
127634;1433
127634;1449
127634;1452
127634;1535
127634;1554
127634;1567
127634;1580
127634;1587
127634;1623
127634;1650
127634;5154
127634;5162
127634;5177
127634;5178
127634;5227
127634;5399
127634;5415
127634;5458
127634;5535
127634;5536
127634;5833
127634;5944
127634;5952
127634;6163
127634;100010
127639;20
127639;23
127639;25
127639;27
127639;29
127639;31
127639;33
127639;35
127639;40
127639;48
127639;49
127639;52
127639;53
127639;55
127639;57
127639;59
127639;62
127639;64
127639;66
127639;493
127639;495
127639;498
127639;499
127639;524
127639;531
127639;535
127639;537
127639;554
127639;559
127639;563
127639;621
127639;623
127639;625
127639;627
127639;630
127639;632
127639;643
127639;648
127639;649
127639;651
127639;653
127639;654
127639;659
127639;662
127639;665
127639;765
127639;828
127639;830
127639;840
127639;844
127639;850
127639;852
127639;854
127639;871
127639;875
127639;1323
127639;1326
127639;1327
127639;1340
127639;1341
127639;1345
127639;1346
127639;1423
127639;1427
127639;1434
127639;1436
127639;1448
127639;1456
127639;1458
127639;1459
127639;1547
127639;1550
127639;1556
127639;1581
127639;1588
127639;1624
127639;1631
127639;1632
127639;1642
127639;1666
127639;5325
127639;5490
127639;5776
127639;5952
127639;6132
127639;6163
127639;100021
127640;19
127640;21
127640;22
127640;24
127640;26
127640;28
127640;32
127640;34
127640;36
127640;38
127640;43
127640;47
127640;50
127640;54
127640;56
127640;58
127640;60
127640;61
127640;63
127640;65
127640;489
127640;492
127640;494
127640;496
127640;497
127640;521
127640;525
127640;536
127640;553
127640;562
127640;622
127640;626
127640;628
127640;629
127640;631
127640;633
127640;642
127640;644
127640;645
127640;646
127640;647
127640;650
127640;652
127640;655
127640;658
127640;661
127640;666
127640;668
127640;766
127640;829
127640;839
127640;842
127640;849
127640;851
127640;853
127640;870
127640;874
127640;1321
127640;1339
127640;1342
127640;1344
127640;1347
127640;1425
127640;1433
127640;1437
127640;1447
127640;1455
127640;1457
127640;1500
127640;1504
127640;1511
127640;1522
127640;1525
127640;1528
127640;1531
127640;1533
127640;1542
127640;1546
127640;1549
127640;1553
127640;1557
127640;1563
127640;1578
127640;1581
127640;1582
127640;5177
127640;5178
127640;5227
127640;5429
127640;5458
127640;5490
127640;5775
127640;5892
127640;6067
127640;100021
127641;20
127641;23
127641;25
127641;27
127641;29
127641;31
127641;33
127641;35
127641;42
127641;45
127641;48
127641;49
127641;52
127641;53
127641;55
127641;57
127641;59
127641;62
127641;64
127641;66
127641;116
127641;119
127641;493
127641;495
127641;498
127641;499
127641;524
127641;531
127641;535
127641;537
127641;554
127641;559
127641;563
127641;621
127641;623
127641;625
127641;627
127641;630
127641;632
127641;643
127641;648
127641;649
127641;651
127641;653
127641;654
127641;659
127641;662
127641;665
127641;765
127641;828
127641;830
127641;840
127641;844
127641;850
127641;852
127641;854
127641;871
127641;875
127641;1323
127641;1326
127641;1327
127641;1340
127641;1341
127641;1345
127641;1346
127641;1423
127641;1427
127641;1434
127641;1436
127641;1448
127641;1456
127641;1458
127641;1459
127641;1547
127641;1550
127641;1556
127641;1581
127641;1588
127641;1624
127641;1631
127641;1632
127641;1642
127641;1666
127641;5325
127641;5490
127641;5763
127641;5776
127641;5952
127641;6132
127641;6163
127641;6186
127642;19
127642;21
127642;22
127642;24
127642;26
127642;28
127642;32
127642;34
127642;38
127642;41
127642;43
127642;44
127642;46
127642;47
127642;50
127642;54
127642;56
127642;58
127642;60
127642;61
127642;63
127642;65
127642;117
127642;118
127642;489
127642;492
127642;494
127642;496
127642;497
127642;521
127642;525
127642;536
127642;553
127642;562
127642;622
127642;626
127642;628
127642;629
127642;631
127642;633
127642;642
127642;644
127642;645
127642;646
127642;647
127642;650
127642;652
127642;655
127642;658
127642;661
127642;666
127642;668
127642;766
127642;829
127642;839
127642;842
127642;849
127642;851
127642;853
127642;870
127642;874
127642;1321
127642;1339
127642;1342
127642;1344
127642;1347
127642;1425
127642;1433
127642;1437
127642;1447
127642;1455
127642;1457
127642;1500
127642;1504
127642;1511
127642;1522
127642;1525
127642;1528
127642;1531
127642;1533
127642;1542
127642;1546
127642;1549
127642;1553
127642;1557
127642;1563
127642;1578
127642;1581
127642;1582
127642;5177
127642;5178
127642;5227
127642;5429
127642;5458
127642;5490
127642;5775
127642;5892
127642;6067
127643;20
127643;23
127643;25
127643;27
127643;29
127643;31
127643;33
127643;35
127643;40
127643;48
127643;49
127643;52
127643;53
127643;55
127643;57
127643;59
127643;62
127643;64
127643;66
127643;493
127643;495
127643;498
127643;499
127643;524
127643;531
127643;535
127643;537
127643;554
127643;559
127643;563
127643;621
127643;623
127643;625
127643;627
127643;630
127643;632
127643;643
127643;648
127643;649
127643;651
127643;653
127643;654
127643;659
127643;662
127643;665
127643;765
127643;832
127643;846
127643;848
127643;1323
127643;1326
127643;1327
127643;1340
127643;1341
127643;1345
127643;1346
127643;1423
127643;1427
127643;1446
127643;1451
127643;1454
127643;1536
127643;1540
127643;1555
127643;5325
127643;5404
127643;5414
127643;5754
127643;5755
127643;5757
127643;5776
127643;5786
127643;5952
127643;6132
127643;6163
127643;100010
127644;19
127644;21
127644;22
127644;24
127644;26
127644;28
127644;32
127644;34
127644;36
127644;38
127644;43
127644;47
127644;50
127644;54
127644;56
127644;58
127644;60
127644;61
127644;63
127644;65
127644;489
127644;492
127644;494
127644;496
127644;497
127644;521
127644;525
127644;536
127644;553
127644;562
127644;622
127644;626
127644;628
127644;629
127644;631
127644;633
127644;642
127644;644
127644;645
127644;646
127644;647
127644;650
127644;652
127644;655
127644;658
127644;661
127644;666
127644;668
127644;766
127644;831
127644;845
127644;847
127644;1339
127644;1342
127644;1344
127644;1347
127644;1425
127644;1433
127644;1449
127644;1452
127644;1535
127644;1554
127644;1567
127644;1580
127644;1587
127644;1623
127644;1650
127644;5162
127644;5227
127644;5415
127644;5429
127644;5458
127644;5775
127644;6035
127644;6067
127644;6233
127644;100010
127645;122
127645;124
127645;127
127645;129
127645;130
127645;133
127645;135
127645;136
127645;139
127645;145
127645;493
127645;495
127645;498
127645;499
127645;524
127645;531
127645;535
127645;537
127645;554
127645;559
127645;563
127645;621
127645;623
127645;625
127645;627
127645;630
127645;632
127645;643
127645;657
127645;670
127645;672
127645;674
127645;676
127645;678
127645;682
127645;684
127645;686
127645;688
127645;765
127645;828
127645;830
127645;840
127645;844
127645;850
127645;852
127645;854
127645;871
127645;875
127645;1052
127645;1054
127645;1062
127645;1064
127645;1323
127645;1326
127645;1327
127645;1340
127645;1341
127645;1345
127645;1346
127645;1423
127645;1427
127645;1446
127645;1451
127645;1454
127645;1536
127645;1540
127645;1555
127645;5404
127645;5414
127645;5588
127645;100010
127646;122
127646;125
127646;126
127646;128
127646;131
127646;134
127646;137
127646;138
127646;146
127646;489
127646;492
127646;494
127646;496
127646;497
127646;521
127646;525
127646;536
127646;553
127646;562
127646;622
127646;624
127646;626
127646;628
127646;629
127646;631
127646;633
127646;642
127646;644
127646;656
127646;660
127646;669
127646;671
127646;675
127646;677
127646;680
127646;683
127646;685
127646;687
127646;766
127646;829
127646;839
127646;842
127646;849
127646;851
127646;853
127646;870
127646;874
127646;1051
127646;1053
127646;1061
127646;1065
127646;1321
127646;1339
127646;1342
127646;1344
127646;1347
127646;1425
127646;1433
127646;1449
127646;1452
127646;1535
127646;1554
127646;1567
127646;1580
127646;1587
127646;1623
127646;1650
127646;5162
127646;5177
127646;5178
127646;5227
127646;5415
127646;5458
127646;5729
127646;100010
127647;122
127647;125
127647;126
127647;128
127647;131
127647;134
127647;137
127647;138
127647;146
127647;489
127647;492
127647;494
127647;496
127647;497
127647;521
127647;525
127647;536
127647;553
127647;562
127647;622
127647;624
127647;626
127647;628
127647;629
127647;631
127647;633
127647;642
127647;644
127647;656
127647;660
127647;668
127647;669
127647;671
127647;675
127647;677
127647;679
127647;681
127647;683
127647;685
127647;687
127647;766
127647;829
127647;839
127647;842
127647;849
127647;851
127647;853
127647;870
127647;874
127647;1051
127647;1053
127647;1061
127647;1065
127647;1321
127647;1339
127647;1342
127647;1344
127647;1347
127647;1425
127647;1433
127647;1449
127647;1452
127647;1535
127647;1554
127647;1567
127647;1580
127647;1587
127647;1623
127647;1650
127647;5155
127647;5162
127647;5177
127647;5178
127647;5227
127647;5415
127647;5458
127647;5729
127648;124
127648;127
127648;129
127648;130
127648;141
127648;143
127648;145
127648;149
127648;154
127648;279
127648;284
127648;287
127648;305
127648;307
127648;313
127648;316
127648;325
127648;327
127648;336
127648;405
127648;408
127648;412
127648;419
127648;420
127648;459
127648;468
127648;469
127648;482
127648;674
127648;676
127648;678
127648;693
127648;694
127648;697
127648;701
127648;711
127648;712
127648;717
127648;718
127648;721
127648;722
127648;723
127648;726
127648;910
127648;916
127648;918
127648;922
127648;925
127648;928
127648;931
127648;981
127648;992
127648;994
127648;997
127648;1017
127648;1019
127648;1021
127648;1036
127648;1037
127648;1040
127648;1052
127648;1054
127648;1062
127648;1064
127648;1234
127648;1240
127648;1245
127648;1625
127648;1630
127648;1688
127648;1690
127648;1696
127648;1718
127648;1719
127648;1723
127648;1726
127648;1736
127648;1780
127648;1782
127648;1784
127648;1786
127648;1788
127648;1792
127648;2074
127648;2076
127648;2079
127648;5099
127648;5181
127648;5329
127648;5453
127648;5456
127648;5484
127648;5485
127648;5837
127648;5839
127648;5840
127648;5842
127648;5902
127648;100006
127649;125
127649;126
127649;128
127649;131
127649;140
127649;142
127649;144
127649;146
127649;150
127649;153
127649;155
127649;280
127649;288
127649;299
127649;306
127649;314
127649;317
127649;321
127649;324
127649;326
127649;337
127649;406
127649;407
127649;411
127649;417
127649;418
127649;421
127649;453
127649;458
127649;470
127649;471
127649;483
127649;675
127649;677
127649;692
127649;695
127649;696
127649;702
127649;710
127649;713
127649;719
127649;720
127649;724
127649;725
127649;911
127649;915
127649;917
127649;923
127649;924
127649;927
127649;930
127649;980
127649;993
127649;995
127649;998
127649;1018
127649;1020
127649;1022
127649;1039
127649;1051
127649;1053
127649;1061
127649;1065
127649;1233
127649;1243
127649;1565
127649;1574
127649;1581
127649;1588
127649;1624
127649;1629
127649;1686
127649;1689
127649;1695
127649;1711
127649;1715
127649;1717
127649;1720
127649;1735
127649;1781
127649;1783
127649;1785
127649;1787
127649;1789
127649;1790
127649;1791
127649;1795
127649;1796
127649;2068
127649;2069
127649;2072
127649;2075
127649;5303
127649;5441
127649;5490
127649;5618
127649;5778
127649;100006
127650;124
127650;127
127650;129
127650;130
127650;141
127650;143
127650;145
127650;149
127650;154
127650;279
127650;284
127650;287
127650;305
127650;307
127650;313
127650;316
127650;325
127650;327
127650;336
127650;405
127650;408
127650;412
127650;419
127650;420
127650;434
127650;454
127650;456
127650;459
127650;674
127650;676
127650;678
127650;693
127650;694
127650;697
127650;701
127650;711
127650;712
127650;717
127650;718
127650;721
127650;722
127650;723
127650;726
127650;910
127650;916
127650;918
127650;922
127650;925
127650;928
127650;931
127650;981
127650;992
127650;994
127650;997
127650;1017
127650;1019
127650;1021
127650;1036
127650;1037
127650;1040
127650;1052
127650;1054
127650;1062
127650;1064
127650;1234
127650;1240
127650;1245
127650;1625
127650;1630
127650;1688
127650;1690
127650;1696
127650;1718
127650;1719
127650;1723
127650;1726
127650;1736
127650;1780
127650;1782
127650;1784
127650;1786
127650;1788
127650;1792
127650;2074
127650;2076
127650;2079
127650;5099
127650;5181
127650;5329
127650;5453
127650;5456
127650;5484
127650;5485
127650;5645
127650;5837
127650;5839
127650;5840
127650;5842
127650;5902
127650;100006
127651;125
127651;126
127651;128
127651;131
127651;140
127651;142
127651;144
127651;146
127651;150
127651;153
127651;155
127651;280
127651;288
127651;299
127651;306
127651;314
127651;317
127651;321
127651;324
127651;326
127651;337
127651;406
127651;407
127651;411
127651;417
127651;418
127651;421
127651;433
127651;435
127651;453
127651;455
127651;458
127651;460
127651;675
127651;677
127651;692
127651;695
127651;696
127651;702
127651;710
127651;713
127651;719
127651;720
127651;724
127651;725
127651;911
127651;915
127651;917
127651;923
127651;924
127651;927
127651;930
127651;980
127651;993
127651;995
127651;998
127651;1018
127651;1020
127651;1022
127651;1039
127651;1051
127651;1053
127651;1061
127651;1065
127651;1233
127651;1243
127651;1565
127651;1574
127651;1581
127651;1588
127651;1624
127651;1629
127651;1686
127651;1689
127651;1695
127651;1711
127651;1715
127651;1717
127651;1720
127651;1735
127651;1781
127651;1783
127651;1785
127651;1787
127651;1789
127651;1790
127651;1791
127651;1795
127651;1796
127651;2068
127651;2069
127651;2072
127651;2075
127651;5303
127651;5441
127651;5490
127651;5618
127651;5836
127651;100006
127652;125
127652;126
127652;128
127652;131
127652;140
127652;142
127652;144
127652;146
127652;150
127652;153
127652;155
127652;280
127652;288
127652;299
127652;306
127652;314
127652;317
127652;321
127652;324
127652;326
127652;337
127652;406
127652;407
127652;411
127652;417
127652;418
127652;421
127652;433
127652;435
127652;453
127652;455
127652;458
127652;460
127652;675
127652;677
127652;692
127652;695
127652;696
127652;702
127652;710
127652;713
127652;719
127652;720
127652;724
127652;725
127652;911
127652;915
127652;917
127652;923
127652;924
127652;927
127652;930
127652;980
127652;993
127652;995
127652;998
127652;1018
127652;1020
127652;1022
127652;1039
127652;1051
127652;1053
127652;1061
127652;1065
127652;1233
127652;1243
127652;1629
127652;1650
127652;1686
127652;1689
127652;1695
127652;1711
127652;1715
127652;1717
127652;1720
127652;1735
127652;1781
127652;1783
127652;1785
127652;1787
127652;1789
127652;1790
127652;1791
127652;1795
127652;1796
127652;2068
127652;2069
127652;2072
127652;2075
127652;5303
127652;5404
127652;5441
127652;5618
127652;5836
127653;124
127653;127
127653;129
127653;130
127653;141
127653;143
127653;145
127653;149
127653;154
127653;279
127653;284
127653;287
127653;305
127653;307
127653;313
127653;315
127653;325
127653;327
127653;336
127653;391
127653;395
127653;416
127653;441
