"idlinha";"nome";"codigo";"tipo"
128189;"VILA NOVA (JOAO SALOMONI)";"2661-1";"O"
128188;"VILA NOVA";"266-2";"O"
128187;"VILA NOVA";"266-1";"O"
128186;"ALAGAMENTO TRENSURB 4/CONORTE";"LE4-1";"O"
128185;"ALAGAMENTO TRENSURB 4/CONORTE";"LE4-2";"O"
128184;"ORFANOTROFIO/JARDIM MEDIANEIRA";"2631-2";"O"
128183;"ORFANOTROFIO/JARDIM MEDIANEIRA";"2631-1";"O"
128182;"ORFANOTROFIO";"263-2";"O"
128181;"ORFANOTROFIO";"263-1";"O"
128180;"JARDIM V.NOVA(CASCATINHA)";"2621-2";"O"
128179;"JARDIM V.NOVA(CASCATINHA)";"2621-1";"O"
128178;"JARDIM V. NOVA";"262-2";"O"
128177;"JARDIM V. NOVA";"262-1";"O"
128176;"BELEM VELHO/J. PESSOA";"2602-2";"O"
128175;"BELEM VELHO/J. PESSOA";"2602-1";"O"
128174;"BELEM VELHO (CASCATINHA)";"2601-2";"O"
128173;"BELEM VELHO (CASCATINHA)";"2601-1";"O"
128172;"BELEM VELHO/OSCAR PEREIRA";"260-2";"O"
128171;"BELEM VELHO/OSCAR PEREIRA";"260-1";"O"
128170;"INTENDENTE AZEVEDO/AZENHA/ELEIÃÃES";"2568-1";"O"
128169;"NAZARETH/INTENDENTE/PATRIMÃNIO";"2563-2";"O"
128168;"NAZARETH/INTENDENTE/PATRIMÃNIO";"2563-1";"O"
128167;"NAZARETH/INTENDENTE";"2562-2";"O"
128166;"NAZARETH/INTENDENTE";"2562-1";"O"
128165;"NAZARETH";"2561-2";"O"
128164;"NAZARETH";"2561-1";"O"
128163;"INTENDENTE AZEVEDO";"256-2";"O"
128162;"INTENDENTE AZEVEDO";"256-1";"O"
128161;"EMBRATEL-CANUDOS-CASCATINHA";"2541-2";"O"
128160;"EMBRATEL-CANUDOS-CASCATINHA";"2541-1";"O"
128159;"EMBRATEL (CASCATINHA)";"254-2";"O"
128158;"EMBRATEL (CASCATINHA)";"254-1";"O"
128157;"RENASCENÃA/DOMINGOS";"2531-2";"O"
128156;"RENASCENÃA/DOMINGOS";"2531-1";"O"
128155;"RENASCENCA";"253-2";"O"
128154;"RENASCENCA";"253-1";"O"
128153;"ALPES";"251-2";"O"
128152;"ALPES";"251-1";"O"
128151;"1 DE MAIO";"250-2";"O"
128150;"1 DE MAIO";"250-1";"O"
128149;"CORUJAO - ASSIS BRASIL / PROTASIO";"M52-2";"O"
128148;"PADRE REUS / CORONEL MASSOT";"1871-1";"O"
128147;"PADRE REUS";"187-2";"O"
128146;"PADRE REUS";"187-1";"O"
128145;"JARDIM DAS PALMEIRAS";"170-1";"O"
128144;"COHAB";"165-2";"O"
128143;"COHAB";"165-1";"O"
128142;"ICARAI(ALTO TAQUARI)";"1491-2";"O"
128141;"ICARAI(ALTO TAQUARI)";"1491-1";"O"
128140;"ICARAI";"149-2";"O"
128139;"ICARAI";"149-1";"O"
128138;"AV DO FORTE/ITÃ COINMA/ESCOLAR";"6502-1";"O"
128137;"PASSO DAS PEDRAS/CAIRÃ VIA SERTÃRIO";"7561-2";"O"
128136;"PASSO DAS PEDRAS/CAIRÃ VIA SERTÃRIO";"7561-1";"O"
128135;"CRISTOVAO COLOMBO";"TR61-2";"O"
128134;"CRISTOVAO COLOMBO";"TR61-1";"O"
128133;"NILO/PRAIA DE BELAS";"T7-2";"O"
128132;"NILO/PRAIA DE BELAS";"T7-1";"O"
128131;"TRANSVERSAL 5/DOMINGOS";"T52-2";"O"
128130;"TRANSVERSAL 5/DOMINGOS";"T52-1";"O"
128129;"TRANSVERSAL 5/SABADOS/FERIADOS";"T51-2";"O"
128128;"TRANSVERSAL 5/SABADOS/FERIADOS";"T51-1";"O"
128127;"TRANSVERSAL 5";"T5-2";"O"
128126;"TRANSVERSAL 5";"T5-1";"O"
128125;"TRANSVERSAL 4";"T4-1";"O"
128124;"TRANSVERSAL 4";"T4-2";"O"
128123;"TRANSVERSAL 3/NAVEGANTES";"T39-2";"O"
128122;"TRANSVERSAL 3/NAVEGANTES";"T39-1";"O"
128121;"TRANSVERSAL 3";"T3-2";"O"
128120;"TRANSVERSAL 3";"T3-1";"O"
128119;"TRANSVERSAL 2/VIA P.AZURENHA/POSTÃO/NAVEGANTES";"T2A9-2";"O"
128118;"TRANSVERSAL 2/VIA P.AZURENHA/POSTÃO/NAVEGANTES";"T2A9-1";"O"
128117;"TRANSVERSAL 2/A. J. RENNER";"T2A1-2";"O"
128116;"TRANSVERSAL 2/A. J. RENNER";"T2A1-1";"O"
128115;"TRANSVERSAL 2 (VIA PAULINO AZURENHA / POSTAO)";"T2A-2";"O"
128114;"TRANSVERSAL 2 (VIA PAULINO AZURENHA / POSTAO)";"T2A-1";"O"
128113;"TRANSVERSAL 2/NAVEGANTES";"T29-2";"O"
128112;"TRANSVERSAL 2/NAVEGANTES";"T29-1";"O"
128111;"TRANSVERSAL 2";"T2-2";"O"
128110;"TRANSVERSAL 2";"T2-1";"O"
128109;"T1 DIRETA";"T1D-2";"O"
128108;"T1 DIRETA";"T1D-1";"O"
128107;"3Âª PERIMETRAL";"T11-2";"O"
128106;"3Âª PERIMETRAL";"T11-1";"O"
128105;"TRANSVERSAL 1";"T1-2";"O"
128104;"TRANSVERSAL 1";"T1-1";"O"
128103;"CORUJAO - ASSIS BRASIL / PROTASIO";"M52-1";"O"
128102;"EVENTUAL FAPA CONCURSOS";"E56-2";"O"
128101;"EVENTUAL FAPA CONCURSOS";"E56-1";"O"
128100;"EVENTUAL PARQUE CONDOR";"E32-2";"O"
128099;"EVENTUAL PARQUE CONDOR";"E32-1";"O"
128098;"ILHA DA PINTADA/DIRETA";"D18-2";"O"
128097;"ILHA DA PINTADA/DIRETA";"D18-1";"O"
128096;"CIRCULAR ZONA SUL";"C80-1";"O"
128095;"PASSO DAS PEDRAS / AEROPORTO";"B56-1";"O"
128094;"AEROPORTO/IGUATEMI/ANCHIETA";"B091-1";"O"
128093;"AEROPORTO/IGUATEMI";"B09-1";"O"
128092;"JARDIM FLORESTA/OBIRICI";"B05-1";"O"
128091;"PASSO DAS PEDRAS / SERTORIO";"756-2";"O"
128090;"PASSO DAS PEDRAS / SERTORIO";"756-1";"O"
128089;"ILHA DA PINTADA";"718-2";"O"
128088;"ILHA DA PINTADA";"718-1";"O"
128087;"SARANDI / SERTORIO";"715-2";"O"
128086;"SARANDI / SERTORIO";"715-1";"O"
128085;"INDUSTRIAS";"705-1";"O"
128084;"HUMAITA/A.J.RENNER/DONA TEODORA";"7041-2";"O"
128083;"HUMAITA/A.J.RENNER/DONA TEODORA";"7041-1";"O"
128082;"HUMAITA";"704-2";"O"
128081;"HUMAITA";"704-1";"O"
128080;"VILA FARRAPOS";"703-2";"O"
128079;"VILA FARRAPOS";"703-1";"O"
128078;"BAIRRO ANCHIETA";"702-1";"O"
128077;"VILA FARRAPOS/VOLUNTARIOS";"701-2";"O"
128076;"VILA FARRAPOS/VOLUNTARIOS";"701-1";"O"
128075;"FESTA DOS NAVEGANTES";"690-2";"O"
128074;"FESTA DOS NAVEGANTES";"690-1";"O"
128073;"PLANALTO/SABARA VIA JARDIM EUROPA";"6651-2";"O"
128072;"PLANALTO/SABARA VIA JARDIM EUROPA";"6651-1";"O"
128071;"PLANALTO/SABARÃ";"665-2";"O"
128070;"PLANALTO/SABARÃ";"665-1";"O"
128069;"PASSO DAS PEDRAS / FAPA";"656-2";"O"
128068;"PASSO DAS PEDRAS / FAPA";"656-1";"O"
128067;"EDUCANDARIO PETROPOLIS";"654-2";"O"
128066;"EDUCANDARIO PETROPOLIS";"654-1";"O"
128065;"ITU COINMA/AV FORTE/ESCOLAR";"6531-1";"O"
128064;"ITU COINMA/AV DO FORTE";"653-1";"O"
128063;"HOSPITAL";"652-2";"O"
128062;"HOSPITAL";"652-1";"O"
128061;"AV.DO FORTE/ITU COINMA";"650-1";"O"
128060;"CHÃCARA DAS PEDRAS/ARARUAMA";"6371-2";"O"
128059;"CHÃCARA DAS PEDRAS/ARARUAMA";"6371-1";"O"
128058;"CHACARA DAS PEDRAS";"637-2";"O"
128057;"CHACARA DAS PEDRAS";"637-1";"O"
128056;"IGUATEMI / V. JARDIM";"620-2";"O"
128055;"IGUATEMI / V. JARDIM";"620-1";"O"
128054;"IGUATEMI";"617-1";"O"
128053;"IGUATEMI II";"6172-2";"O"
128052;"SARANDI";"615-2";"O"
128051;"SARANDI";"615-1";"O"
128050;"LEAO";"614-2";"O"
128049;"LEAO";"614-1";"O"
128048;"ELISABETH";"613-2";"O"
128047;"ELISABETH";"613-1";"O"
128046;"LINDOIA";"611-2";"O"
128045;"LINDOIA";"611-1";"O"
128044;"MINUANO";"610-2";"O"
128043;"MINUANO";"610-1";"O"
128042;"IAPI";"608-2";"O"
128041;"IAPI";"608-1";"O"
128040;"JARDIM SAO PEDRO";"605-1";"O"
128039;"TRIÃNGULO/24 DE OUTUBRO/PUC";"5201-1";"O"
128038;"TRIANGULO/24 DE OUTUBRO";"520-1";"O"
128037;"PEREIRA PASSOS VIA HOSPITAL DA BRIGADA MILITAR";"2822-2";"O"
128036;"PEREIRA PASSOS";"2821-2";"O"
128035;"PEREIRA PASSOS";"2821-1";"O"
128034;"CRUZEIRO DO SUL";"282-2";"O"
128033;"CRUZEIRO DO SUL";"282-1";"O"
128032;"OTTO/HPS/3Âª PERIMETRAL";"2802-2";"O"
128031;"OTTO/HPS/3Âª PERIMETRAL";"2802-1";"O"
128030;"OTTO/HPS/SABADOS/DOMINGOS/FERIADOS";"2801-2";"O"
128029;"OTTO/HPS/SABADOS/DOMINGOS/FERIADOS";"2801-1";"O"
128028;"OTTO/HPS";"280-2";"O"
128027;"OTTO/HPS";"280-1";"O"
128026;"ASSUNCAO";"188-2";"O"
128025;"ASSUNCAO";"188-1";"O"
128024;"LIBERAL";"186-2";"O"
128023;"LIBERAL";"186-1";"O"
128022;"DIARIO";"180-2";"O"
128021;"DIARIO";"180-1";"O"
128020;"SERRARIA / OSWALDO CRUZ";"1792-1";"O"
128019;"CAMAQUA";"173-2";"O"
128018;"CAMAQUA";"173-1";"O"
128017;"ALIMENTADORA RESTINGA NOVA 09";"A09-1";"O"
128016;"ALIMENTADORA CHÃCARA DO BANCO/NOITE";"A18-2";"O"
128015;"ALIMENTADORA RESTINGA VELHA";"A17-1";"O"
128014;"ALIMENTADORA CHACARA DO BANCO";"A11-2";"O"
128013;"ALIMENTADORA CHACARA DO BANCO";"A11-1";"O"
128012;"ESCOLAR/GEDEON LEITE";"A876-2";"O"
128011;"ESCOLAR/GEDEON LEITE";"A876-1";"O"
128010;"ALIMENTADORA GEDEON LEITE";"A873-2";"O"
128009;"ALIMENTADORA GEDEON LEITE";"A873-1";"O"
128008;"ALIMENTADORA RESTINGA NOVA 10";"A10-1";"O"
128007;"ESCOLAR CHAPEU DO SOL";"A73-1";"O"
128006;"PONTA GROSSA/ESCOLA LOUREIRO DA SILVA";"1715-2";"O"
128005;"PONTA GROSSA/ESCOLA LOUREIRO DA SILVA";"1715-1";"O"
128004;"RÃPIDA CAMPO NOVO";"R81-1";"O"
128003;"ALIMENTADORA CAMPO NOVO/CAVALHADA";"A81-1";"O"
128002;"RESTINGA NOVA VIA TRISTEZA/BARRA SHOPPING";"1102-2";"O"
128001;"RESTINGA NOVA VIA TRISTEZA/BARRA SHOPPING";"1102-1";"O"
128000;"EVENTUAL BARRA SHOPPING";"E110-2";"O"
127999;"EVENTUAL BARRA SHOPPING";"E110-1";"O"
127998;"RÃPIDA HÃPICA";"R9-2";"O"
127997;"RESTINGA NOVA VIA VELHA/5 UNID/NOTURNA";"M10-2";"O"
127996;"NOTURNA (PINHEIRO)";"M98-2";"O"
127995;"MADRUGADAO SERRARIA/PONTA GROSSA";"M79-2";"O"
127994;"ALIMENTADORA HERDEIROS/ESMERALDA/INTEGRAÃÃO";"A376-1";"O"
127993;"HERDEIROS/ESMERALDA/ANTÃNIO DE CARVALHO";"3762-1";"O"
127992;"FUTEBOL ARENA";"F04-2";"O"
127991;"CAMPUS/FARRAPOS/NAVEGANTES";"T89-2";"O"
127990;"CAMPUS/FARRAPOS/NAVEGANTES";"T89-1";"O"
127989;"CAMPUS / FARRAPOS";"T8-2";"O"
127988;"CAMPUS / FARRAPOS";"T8-1";"O"
127987;"TRANSVERSAL 6 VIA WOLFRAM METZLER/EVENTO";"T62A-2";"O"
127986;"TRANSVERSAL 6 VIA WOLFRAM METZLER";"T62-2";"O"
127985;"TRANSVERSAL 6/EVENTO(N/S)";"T61A-1";"O"
127984;"TRANSVERSAL 6 (CARNAVAL)";"T61-2";"O"
127983;"TRANSVERSAL 6 (CARNAVAL)";"T61-1";"O"
127982;"TRANSVERSAL 6";"T6-2";"O"
127981;"TRANSVERSAL 6";"T6-1";"O"
127980;"ALIMENTADORA AGRONOMIA/INTEGRAÃÃO";"A375-1";"O"
127979;"TRIANGULO/ANTONIO DE CARVALHO";"T10-2";"O"
127978;"TRIANGULO/ANTONIO DE CARVALHO";"T10-1";"O"
127977;"RÃPIDA JUCA BATISTA";"R84-2";"O"
127976;"RÃPIDA JUCA BATISTA";"R84-1";"O"
127975;"RAPIDA BELEM NOVO(VIA CAVALHADA)";"R68-2";"O"
127974;"RAPIDA BELEM NOVO(VIA CAVALHADA)";"R68-1";"O"
127973;"RÃPIDA LAMI VIA BELÃM NOVO";"R67-2";"O"
127972;"RÃPIDA LAMI VIA BELÃM NOVO";"R67-1";"O"
127971;"RAPIDA RUBEM BERTA";"R62-2";"O"
127970;"RAPIDA RUBEM BERTA";"R62-1";"O"
127969;"RAPIDA PONTA GROSSA";"R5-2";"O"
127968;"RAPIDA PONTA GROSSA";"R5-1";"O"
127967;"RAPIDA - PROTASIO";"R41-2";"O"
127966;"RAPIDA - PROTASIO";"R41-1";"O"
127965;"RAPIDA - RESTINGA VELHA";"R4-2";"O"
127964;"RAPIDA - RESTINGA VELHA";"R4-1";"O"
127963;"RAPIDA - BONSUCESSO/PARADA 13";"R321-2";"O"
127962;"RAPIDA - BONSUCESSO/PARADA 13";"R321-1";"O"
127961;"RAPIDA - BONSUCESSO";"R32-2";"O"
127960;"RAPIDA - BONSUCESSO";"R32-1";"O"
127959;"RAPIDA - BENTO";"R31-2";"O"
127958;"RAPIDA - BENTO";"R31-1";"O"
127957;"RAPIDA/NUCLEO ESPERANCA";"R3-2";"O"
127956;"RAPIDA/NUCLEO ESPERANCA";"R3-1";"O"
127955;"RAPIDA RESTINGA NOVA/GLORIA";"R16-2";"O"
127954;"RAPIDA RESTINGA NOVA/GLORIA";"R16-1";"O"
127953;"RÃPIDA RESTINGA NOVA/CAVALHADA/DOMINGOS";"R101-2";"O"
127952;"RÃPIDA RESTINGA NOVA/CAVALHADA/DOMINGOS";"R101-1";"O"
127951;"RAPIDA RESTINGA NOVA/CAVALHADA";"R10-2";"O"
127950;"RAPIDA RESTINGA NOVA/CAVALHADA";"R10-1";"O"
127949;"NOTURNA (PINHEIRO)";"M98-1";"O"
127948;"MADRUGADAO SERRARIA/PONTA GROSSA";"M79-1";"O"
127947;"NOTURNA (BELEM NOVO)";"M68-1";"O"
127946;"CORUJAO ASSIS BRASIL/BALTAZAR";"M31-2";"O"
127945;"CORUJAO ASSIS BRASIL/BALTAZAR";"M31-1";"O"
127944;"CORUJAO BALTAZAR/ASSIS BRASIL";"M21-2";"O"
127943;"CORUJAO BALTAZAR/ASSIS BRASIL";"M21-1";"O"
127942;"RESTINGA NOVA VIA VELHA/5 UNID/NOTURNA";"M10-1";"O"
127941;"CENTRO/EVENTO(VIA SERTORIO)";"E33-2";"O"
127940;"CENTRO/EVENTO(VIA SERTORIO)";"E33-1";"O"
127939;"FIERGS/ASSIS BRASIL";"E30-2";"O"
127938;"FIERGS/ASSIS BRASIL";"E30-1";"O"
127937;"FIERGS/DIRETA";"E29-2";"O"
127936;"FIERGS/DIRETA";"E29-1";"O"
127935;"AGOSTINHO/MAIAS/RADIO FARROUPILHA";"E16-2";"O"
127934;"AGOSTINHO/MAIAS/RADIO FARROUPILHA";"E16-1";"O"
127933;"LEOPOLDINA/R.BERTA/EVENTO RADIO FARROUPILHA";"E13-2";"O"
127932;"LEOPOLDINA/R.BERTA/EVENTO RADIO FARROUPILHA";"E13-1";"O"
127931;"LOMBA/EVENTO RADIO FARROUPILHA";"E12-2";"O"
127930;"LOMBA/EVENTO RADIO FARROUPILHA";"E12-1";"O"
127929;"RESTINGA/CARNAVAL(LOMBA)";"E101-2";"O"
127928;"RESTINGA/CARNAVAL(LOMBA)";"E101-1";"O"
127927;"RESTINGA/CARNAVAL(VIA LOMBA)";"E10-2";"O"
127926;"RESTINGA/CARNAVAL(VIA LOMBA)";"E10-1";"O"
127925;"DIRETAO/VIA NENE PORTALET";"D731-2";"O"
127924;"DIRETAO/VIA NENE PORTALET";"D731-1";"O"
127923;"DIRETAO/VIA FERNANDO FERRARI";"D73-2";"O"
127922;"DIRETAO/VIA FERNANDO FERRARI";"D73-1";"O"
127921;"DIRETAO/VIA STA. ROSA";"D72-2";"O"
127920;"DIRETAO/VIA STA. ROSA";"D72-1";"O"
127919;"DIRETAO/SANTA ROSA";"D70-2";"O"
127918;"DIRETAO/SANTA ROSA";"D70-1";"O"
127917;"LAMI VIA BELEM NOVO/DIRETA";"D67-2";"O"
127916;"LAMI VIA BELEM NOVO/DIRETA";"D67-1";"O"
127915;"UNIVERSITARIA-DIRETA";"D43-2";"O"
127914;"UNIVERSITARIA-DIRETA";"D43-1";"O"
127913;"DIRETAO/ELISABETH";"D13-2";"O"
127912;"DIRETAO/ELISABETH";"D13-1";"O"
127911;"CIRCULAR LOMBA/QUINTA DO PORTAL";"C981-1";"O"
127910;"CIRCULAR LOMBA DO PINHEIRO";"C98-1";"O"
127909;"PROTASIO/HUMAITA/NAVEGANTES";"B559-1";"O"
127908;"PROTASIO/HUMAITA";"B55-1";"O"
127907;"ALIMENTADORA ESCOLAR LAMI/B NOVO";"A691-2";"O"
127906;"ALIMENTADORA ESCOLAR LAMI/B NOVO";"A691-1";"O"
127905;"A. FEIJO/HUMAITA/NAVEGANTES";"B259-1";"O"
127904;"A. FEIJO/JOAO PARIS/HUMAITA";"B252-1";"O"
127903;"A. FEIJO/HUMAITA/JOAO PARIS";"B251-1";"O"
127902;"A. FEIJO / HUMAITA";"B25-1";"O"
127901;"FAPA/AEROPORTO/LEOPOLDINA";"B022-2";"O"
127900;"LEOPOLDINA/AEROPORTO/FAPA";"B021-1";"O"
127899;"LEOPOLDINA / AEROPORTO";"B02-1";"O"
127898;"RUBEM BERTA/FIERGS";"B011-1";"O"
127897;"UNIVERSITARIA/FAPA";"B01-2";"O"
127896;"UNIVERSITARIA/FAPA";"B01-1";"O"
127895;"QUIRINAS/P.BATALHA/CIRC./ESCOLAR/SABADO";"A993-1";"O"
127894;"QUIRINAS/PASSO DA BATALHA (CIRCULAR ALIMENTADORA)";"A991-1";"O"
127893;"PASSO DA BATALHA (CIRCULAR / ALIMENTADORA)";"A99-1";"O"
127892;"PARADA 21 ESCOLAR/ALIMENTADORA";"A981-2";"O"
127891;"PARADA 21 ESCOLAR/ALIMENTADORA";"A981-1";"O"
127890;"PARADA 21 / ALIMENTADORA";"A98-2";"O"
127889;"PARADA 21 / ALIMENTADORA";"A98-1";"O"
127888;"PASSO DA TAQUARA/ALIMENTADORA ESCOLAR";"A96-2";"O"
127887;"PASSO DA TAQUARA/ALIMENTADORA ESCOLAR";"A96-1";"O"
127886;"PASSO DA BATALHA/ALIMENTADORA/ESCOLAR";"A951-2";"O"
127885;"PASSO DA BATALHA/ALIMENTADORA/ESCOLAR";"A951-1";"O"
127884;"COSTA E SILVA/SAMBÃDROMO";"6332-1";"O"
127883;"ALIMENTADORA ESCOLAR ANA IRIS";"A93-2";"O"
127882;"ALIMENTADORA ESCOLAR ANA IRIS";"A93-1";"O"
127881;"ALIMENTADORA RUA DO SCHNEIDER";"A875-2";"O"
127880;"ALIMENTADORA RUA DO SCHNEIDER";"A875-1";"O"
127879;"ALIMENTADORA RUA SCHNEIDER/BELÃM VELHO";"A874-2";"O"
127878;"ALIMENTADORA RUA SCHNEIDER/BELÃM VELHO";"A874-1";"O"
127877;"ALIMENTADORA HÃPICA/COSTA GAMA";"A872-2";"O"
127876;"ALIMENTADORA HÃPICA/COSTA GAMA";"A872-1";"O"
127875;"ALIM.MORADAS DA HIPICA VIA GEDEON LEITE";"A871-2";"O"
127874;"ALIM.MORADAS DA HIPICA VIA GEDEON LEITE";"A871-1";"O"
127873;"ALIMENT. MORADAS DA HIPICA/COSTA GAMA";"A87-2";"O"
127872;"ALIMENT. MORADAS DA HIPICA/COSTA GAMA";"A87-1";"O"
127871;"ALIMENTADORA BELÃM VELHO/UFRGS";"A862-1";"O"
127870;"ALIMENTADORA LAMI/BELEM NOVO";"A69-2";"O"
127869;"ALIMENTADORA LAMI/BELEM NOVO";"A69-1";"O"
127868;"LAMI ATE TERMINAL SAPOLANDIA";"A68-2";"O"
127867;"ESCOLAR LAMI II";"A671-2";"O"
127866;"ESCOLAR LAMI II";"A671-1";"O"
127865;"ESCOLAR LAMI";"A67-2";"O"
127864;"ESCOLAR LAMI";"A67-1";"O"
127863;"ALIMENTADORA RESTINGA/LOMBA/5UNIDADE";"A141-2";"O"
127862;"ALIMENTADORA RESTINGA/LOMBA/5UNIDADE";"A141-1";"O"
127861;"ALIMENTADORA LOMBA/RESTINGA/5 UNIDADE";"A14-2";"O"
127860;"ALIMENTADORA LOMBA/RESTINGA/5 UNIDADE";"A14-1";"O"
127859;"SAO CAETANO (ALIMENTADORA)";"A13-2";"O"
127858;"SAO CAETANO (ALIMENTADORA)";"A13-1";"O"
127857;"RUBEM BERTA (CAIRU)";"862-2";"O"
127856;"RUBEM BERTA (CAIRU)";"862-1";"O"
127855;"LEOPOLDINA/CAIRU/NOITE";"8612-2";"O"
127854;"LEOPOLDINA / CAIRU";"861-2";"O"
127853;"LEOPOLDINA / CAIRU";"861-1";"O"
127852;"PARQUE DOS MAIAS / CAIRU";"831-2";"O"
127851;"PARQUE DOS MAIAS / CAIRU";"831-1";"O"
127850;"AGOSTINHO / CAIRU";"827-2";"O"
127849;"AGOSTINHO / CAIRU";"827-1";"O"
127848;"NOVA GLEBA-SANTA ROSA/CAIRU";"821-2";"O"
127847;"NOVA GLEBA-SANTA ROSA/CAIRU";"821-1";"O"
127846;"RUBEM BERTA (SERTORIO)";"762-2";"O"
127845;"RUBEM BERTA (SERTORIO)";"762-1";"O"
127844;"LEOPOLDINA/SERTORIO/NOITE";"7612-2";"O"
127843;"LEOPOLDINA/SERTORIO (CHACARA DA FUMACA)";"7611-2";"O"
127842;"LEOPOLDINA/SERTORIO (CHACARA DA FUMACA)";"7611-1";"O"
127841;"LEOPOLDINA/SERTORIO";"761-2";"O"
127840;"LEOPOLDINA/SERTORIO";"761-1";"O"
127839;"PARQUE DOS MAIAS / SERTÃRIO / TRENSURB";"7315-2";"O"
127838;"PARQUE DOS MAIAS/CAIRÃ VIA SERTÃRIO";"7311-2";"O"
127837;"PARQUE DOS MAIAS/CAIRÃ VIA SERTÃRIO";"7311-1";"O"
127836;"PARQUE DOS MAIAS / SERTORIO";"731-2";"O"
127835;"PARQUE DOS MAIAS / SERTORIO";"731-1";"O"
127834;"AGOSTINHO/CAIRÃ VIA SERTÃRIO";"7271-2";"O"
127833;"AGOSTINHO/CAIRÃ VIA SERTÃRIO";"7271-1";"O"
127832;"AGOSTINHO/SERTORIO";"727-2";"O"
127831;"AGOSTINHO/SERTORIO";"727-1";"O"
127830;"NOVA GLEBA-SANTA ROSA/SERTORIO";"721-2";"O"
127829;"NOVA GLEBA-SANTA ROSA/SERTORIO";"721-1";"O"
127828;"RUBEM BERTA/NAVEGANTES";"6629-2";"O"
127827;"RUBEM BERTA/NAVEGANTES";"6629-1";"O"
127826;"RUBEM BERTA/TRENSURB";"6625-2";"O"
127825;"RUBEM BERTA";"662-2";"O"
127824;"RUBEM BERTA";"662-1";"O"
127823;"LEOPOLDINA/NAVEGANTES";"6619-2";"O"
127822;"LEOPOLDINA/NAVEGANTES";"6619-1";"O"
127821;"LEOPOLDINA/NOITE";"6612-2";"O"
127820;"LEOPOLDINA (CHACARA DA FUMACA)";"6611-2";"O"
127819;"LEOPOLDINA (CHACARA DA FUMACA)";"6611-1";"O"
127818;"LEOPOLDINA";"661-2";"O"
127817;"LEOPOLDINA";"661-1";"O"
127816;"INGA";"659-2";"O"
127815;"INGA";"659-1";"O"
127814;"COSTA E SILVA (ESCOLAR)";"6331-1";"O"
127813;"COSTA E SILVA";"633-2";"O"
127812;"COSTA E SILVA";"633-1";"O"
127811;"NOSSA SENHORA DE FÃTIMA/NOTURNA";"6321-2";"O"
127810;"NOSSA SENHORA DE FATIMA";"632-2";"O"
127809;"NOSSA SENHORA DE FATIMA";"632-1";"O"
127808;"PARQUE DOS MAIAS/TRENSURB";"6315-2";"O"
127807;"PARQUE DOS MAIAS";"631-2";"O"
127806;"PARQUE DOS MAIAS";"631-1";"O"
127805;"AGOSTINHO/NAVEGANTES";"6279-2";"O"
127804;"AGOSTINHO/NAVEGANTES";"6279-1";"O"
127803;"AGOSTINHO";"627-2";"O"
127802;"AGOSTINHO";"627-1";"O"
127801;"SAO BORJA";"624-2";"O"
127800;"SAO BORJA";"624-1";"O"
127799;"NOVA GLEBA/SANTA ROSA/NAVEGANTES";"6219-2";"O"
127798;"NOVA GLEBA/SANTA ROSA/NAVEGANTES";"6219-1";"O"
127797;"NOVA GLEBA/SANTA ROSA";"621-2";"O"
127796;"NOVA GLEBA/SANTA ROSA";"621-1";"O"
127795;"IGUATEMI/PARQUE DOS MAIAS";"6204-2";"O"
127794;"IGUATEMI / ELIZABETH";"6201-2";"O"
127793;"RÃPIDA HÃPICA";"R9-1";"O"
127792;"MARIO QUINTANA/CARLOS GOMES/ELEIÃÃES";"4978-2";"O"
127791;"MARIO QUINTANA/CARLOS GOMES/ELEIÃÃES";"4978-1";"O"
127790;"MARIO QUINTANA/SAFIRA";"4971-2";"O"
127789;"MARIO QUINTANA/SAFIRA";"4971-1";"O"
127788;"MARIO QUINTANA";"497-2";"O"
127787;"MARIO QUINTANA";"497-1";"O"
127786;"JARDIM PROTASIO ALVES";"496-2";"O"
127785;"JARDIM PROTASIO ALVES";"496-1";"O"
127784;"MANOEL ELIAS/PROTÃSIO VIA TERÃZIO MEIRELES";"4952-2";"O"
127783;"MANOEL ELIAS/PROTÃSIO VIA TERÃZIO MEIRELES";"4952-1";"O"
127782;"RUBEM BERTA/PROTÃSIO/CIRCULAR NO BAIRRO";"4943-2";"O"
127781;"BATISTA FLORES / RUBEM BERTA";"4942-2";"O"
127780;"BATISTA FLORES";"4941-2";"O"
127779;"BATISTA FLORES";"4941-1";"O"
127778;"RUBEM BERTA / PROTASIO";"494-2";"O"
127777;"RUBEM BERTA / PROTASIO";"494-1";"O"
127776;"PASSO DORNELES/CARLOS GOMES/ELEIÃÃES";"4918-2";"O"
127775;"PASSO DORNELES/CARLOS GOMES/ELEIÃÃES";"4918-1";"O"
127774;"PASSO DORNELES / VILA SAFIRA";"491-2";"O"
127773;"PASSO DORNELES / VILA SAFIRA";"491-1";"O"
127772;"PINHEIRO/A.CARVALHO/ELEIÃÃES";"3988-2";"O"
127771;"PINHEIRO/A.CARVALHO/ELEIÃÃES";"3988-1";"O"
127770;"PINHEIRO/LAMI-VERAO";"3987-2";"O"
127769;"PINHEIRO/LAMI-VERAO";"3987-1";"O"
127768;"VIÃOSA(PINHEIRO)";"3986-2";"O"
127767;"VIÃOSA(PINHEIRO)";"3986-1";"O"
127766;"PINHEIRO/PITINGA VIA VIÃOSA";"3985-2";"O"
